,Alpaca 7B,BERT,Baichuan 2 7B Chat,ChatGLM2 6B,ChatGPT,Claude 1,Claude 2,Claude 3,Claude 3 Opus,Claude 3.5,Claude 3.5 Sonnet,Claude 4,Claude 4.5,DALL-E 3,DeepSeek,DeepSeek R1,DeepSeek V3,Falcon 7B,Falcon 7B Instruct,GLM 4 9B Chat,GPT-2,GPT-3.5,GPT-3.5 Turbo,GPT-4,GPT-4 Turbo,GPT-4o,GPT-4o Mini,GPT-5,Gemini,Gemini 1.5,Gemini 1.5 Pro,Gemini 2,Gemini Pro,Gemma,Gemma 2,Gemma 3,Gemma 4B,Gemma 7B,Gemma 7B IT,Grok 2,Guanaco 7B,InstructBLIP,LLaVA,LLaVA 1.5,LLaVA 7B,Llama,Llama 2,Llama 2 13B,Llama 2 70B,Llama 2 7B,Llama 3,Llama 3 70B,Llama 3 8B,Llama 3.1,Llama 3.2,Llama 3.3,Llama 4,Llama 7B,Llama Guard,Llama Guard 2 8B,Llama Guard 3 8B,Mistral,Mistral 7B,Mixtral,Mixtral 8x7B,Mixtral 8x7B 8X7B,Mixtral 8x7B Instruct,PaLM 2,Phi,Qwen 2,Qwen 2.5,Qwen 3 8B,Qwen 7B,Qwen Max,Stable Diffusion,Vicuna,o1,o3,o3-mini,o4-mini
Claude 3.5 Sonnet,0.670820393249937,0.3354101966249685,0.47434164902525694,0.0,0.45643546458763856,0.6338656910463875,0.8112786678590023,0.7619894763612605,0.6831300510639734,0.5409289848646186,1.0000000000000002,0.5669467095138409,0.2422718559261745,0.06262242910851495,0.4700096710803842,0.605693882555437,0.4067446084099804,0.0,0.0,0.6149186938124422,0.35000000000000003,0.3427530813818426,0.7605671418864604,0.7204635983935411,0.8838834764831843,0.7085310813782433,0.8466176017756564,0.4304580323876636,0.6024640760767093,0.5677335894338371,0.8385254915624214,0.524453200598498,0.606128125356204,0.2371708245126285,0.6266795614405123,0.6761234037828133,0.45643546458763856,0.04225771273642583,0.7071067811865477,0.223606797749979,0.2904737509655562,0.1831983729065748,0.18148817097645667,0.23596995186213476,0.1831983729065748,0.223606797749979,0.7272975653980152,0.6655645652197767,0.3023715784073819,0.46634205942415263,0.6542799032377673,0.7144345083117603,0.673773600448737,0.7966253616504089,0.43311505686395807,0.4859636964688971,0.3946761086881631,0.23717082451262847,0.5031152949374528,0.16903085094570333,0.25819888974716115,0.6812012094229563,0.6155427338072128,0.5031152949374528,0.316227766016838,0.1,0.447213595499958,0.12909944487358058,0.4474464586219601,0.43226548355826666,0.5809907062967641,0.1825741858350554,0.15000000000000002,0.42257712736425834,0.22592402852876597,0.6552728750750213,0.5276448530110863,0.32126980205784317,0.33806170189140666,0.31237900883588565
Claude 4,0.3380617018914066,0.42257712736425823,0.2390457218668787,0.0,0.20701966780270628,0.2555506259999759,0.4640954808922571,0.7563766386523213,0.44262666813799045,0.7560864148142504,0.5669467095138409,1.0,0.6918633884230077,0.07100716024967262,0.631633627161378,0.6175806794999418,0.4509560339299332,0.16035674514745463,0.0,0.1690308509457033,0.30237157840738177,0.5943989439169761,0.5302795942188109,0.7002247996006616,0.37416573867739406,0.822161758024106,0.6326266278117372,0.7592566023652965,0.1951800145897066,0.5421047417431508,0.5282214092053229,0.7804121164654085,0.14098147537004824,0.3585685828003181,0.5395203898670105,0.7027642214999338,0.41403933560541256,0.06388765649999399,0.42761798705987897,0.3380617018914066,0.09759000729485329,0.0593506941186698,0.057765120758336806,0.25482359571881275,0.0593506941186698,0.08451542547285165,0.4623194417264783,0.49487165930539345,0.34285714285714286,0.4009067600969678,0.33632060000579556,0.5554920598635309,0.5496312600456182,0.7680132023238958,0.49822379545201373,0.8305395344999217,0.629843866925206,0.0,0.50709255283711,0.44721359549995787,0.6831300510639732,0.6940491774014497,0.6414906110627285,0.253546276418555,0.35856858280031806,0.4535573676110726,0.4225771273642583,0.6831300510639732,0.5237229365663817,0.19221293610962234,0.6962731706520235,0.6900655593423543,0.07559289460184544,0.5111012519999518,0.14638501094227993,0.3332285481994162,0.4330501905466242,0.7142857142857143,0.7027642214999338,0.6654751256486923
Claude 4.5,0.0,0.0,0.0,0.1203858530857692,0.0,0.0,0.18887686585995425,0.6381532012048371,0.0,0.780266893518348,0.2422718559261745,0.6918633884230077,0.9999999999999999,0.01685739124747245,0.7263320112742304,0.2730094531159741,0.029197858123689188,0.0,0.0,0.0,0.10767638041163309,0.6404347822087388,0.22660299335952602,0.48208509906586117,0.01903467469067202,0.6778816996271944,0.23052135826937487,0.8938959977561877,0.04633653645712772,0.37000643495047747,0.1805787796286538,0.853738164445869,0.025102185616940248,0.0,0.25304470070199,0.36401260415463205,0.3931785497463924,0.04550157551932901,0.0,0.0,0.0,0.04227029505402979,0.04114103018583675,0.10889310129609416,0.04227029505402979,0.0,0.16018520998142302,0.09398765024669885,0.0,0.15261125242818463,0.19726137691880566,0.219793491131929,0.22443371281072347,0.5179814944844457,0.1926280371462833,0.8076529654680897,0.8263362881372998,0.0,0.4815434123430768,0.36401260415463205,0.5560384374855326,0.4145828901369479,0.3860936712526721,0.0,0.0,0.5383819020581655,0.0,0.5560384374855326,0.26420969566808894,0.10039070766878881,0.6065169044382053,0.7863570994927848,0.053838190205816545,0.0,0.10425720702853736,0.08338603161909389,0.29219085213460433,0.8750036971232156,0.7735267838285931,0.8714740619623809
DALL-E 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048199628247340864,0.061113233135214086,0.03834824944236852,0.06262242910851495,0.07100716024967262,0.01685739124747245,1.0,0.010901165669462141,0.017641870800832106,0.305656024865096,0.0,0.0,0.0,0.0,0.012625900317976169,0.11097917341759385,0.15791013215482785,0.044280744277004756,0.08478331990086968,0.07312724241271305,0.038509039453410415,0.21558722225451818,0.03742405942825599,0.10502100630210073,0.05172052500033574,0.029197858123689184,0.0,0.021802331338924282,0.052925612402496304,0.0,0.0,0.04428074427700476,0.14002800840280097,0.0,0.04916711622915971,0.047853600509503984,0.1266600992762247,0.04916711622915971,0.0,0.062107009404453684,0.04099600308453938,0.04733810683311509,0.01717851326859286,0.03277807748610647,0.025565499628245676,0.054638856944404186,0.05301959107207496,0.08254739939567626,0.026462806201248152,0.0,0.0,0.0,0.052925612402496304,0.08084520834544431,0.055641488407465724,0.10478736639911676,0.0,0.09901475429766743,0.0,0.07001400420140048,0.0,0.036155076303109365,0.02123099184328273,0.08430218744362532,0.0,0.0,0.4763305116224668,0.40422604172722154,0.04849564810541252,0.03776274560246804,0.02366905341655754,0.052925612402496304,0.01778357485073946
DeepSeek,0.19462473604038072,0.19462473604038072,0.16514456476895406,0.11677484162422845,0.20658356100321168,0.25010820169301234,0.36642288993147554,0.8173096824626815,0.17837651700316892,0.74975585251723,0.4700096710803842,0.631633627161378,0.7263320112742304,0.010901165669462141,0.9999999999999998,0.5100245681582998,0.3115426512203614,0.06154574548966637,0.04923659639173309,0.13623731522826651,0.22630095274240716,0.6738709042282581,0.3830536707421637,0.5473539386025728,0.28926500380143183,0.6929004910799164,0.3625140508976931,0.8135596457380457,0.1423310820755733,0.45253614335096043,0.28220586725855207,0.7821227968085912,0.1136297758301239,0.08257228238447704,0.38181818181818183,0.47079190906919965,0.3654939925441437,0.04413674147523748,0.18463723646899907,0.0,0.11236664374387365,0.02733492285469231,0.02660466137875241,0.07041787902195304,0.02733492285469231,0.05838742081211422,0.29925114904873445,0.28870012703108283,0.0657951694959769,0.28333318429222437,0.36446563806256416,0.46193488543715583,0.39658846500104394,0.5989138164931455,0.23602117729459796,0.6951536782349901,0.679409108414611,0.16514456476895406,0.46709936649691375,0.35309393180189974,0.49441323247304414,0.5001063151192112,0.4868664714672402,0.13623731522826651,0.08257228238447704,0.4874174366759539,0.13623731522826651,0.49441323247304414,0.37688918072220456,0.17705355794912772,0.6635606725962446,0.6356417261637282,0.33074754631582587,0.07356123579206245,0.07865665062071156,0.30176267760348596,0.6980689618383656,0.822439618699711,0.7944613465542745,0.8997121294800513
DeepSeek R1,0.5039526306789697,0.629940788348712,0.5345224838248488,0.0,0.36004114991154784,0.619047619047619,0.6671243849949912,0.6851972147124689,0.49487165930539356,0.48304589153964805,0.605693882555437,0.6175806794999418,0.2730094531159741,0.017641870800832106,0.5100245681582998,1.0,0.5194624816493197,0.3984095364447979,0.07968190728895959,0.44095855184409843,0.33806170189140666,0.4771187236136979,0.7530496869316565,0.6668936256125867,0.6772962119561564,0.6458589670517693,0.6798834181250947,0.43887398816098344,0.4606822127204283,0.5724197752462529,0.5984437489312764,0.4700013568826528,0.4728662437434603,0.4008918628686366,0.7552286874651746,0.5714285714285715,0.3086066999241839,0.19047619047619047,0.5179323973782373,0.12598815766974242,0.3273268353539885,0.0,0.0,0.11396057645963795,0.0,0.1889822365046136,0.6053653192460386,0.7008255578851516,0.53239713749995,0.587332434348427,0.5455945447513642,0.6440611887195306,0.6937094809895559,0.7675943481272597,0.4350147929541409,0.5357142857142857,0.42004127944129066,0.26726124191242434,0.5039526306789697,0.38095238095238093,0.29095718698132317,0.717564183194521,0.6330289279193855,0.5039526306789697,0.222717701593687,0.4507489358552088,0.4409585518440985,0.4364357804719847,0.5367450401216933,0.3247386778680432,0.550908080480099,0.3086066999241839,0.50709255283711,0.42857142857142855,0.07273929674533078,0.604152718230373,0.5436236708668006,0.42591770999996,0.42857142857142855,0.3360107525161235
DeepSeek V3,0.24253562503633297,0.48507125007266594,0.34299717028501764,0.0,0.19802950859533489,0.27500954910846337,0.33295604590814587,0.4842083891758932,0.42340489921997054,0.28782483780053103,0.4067446084099804,0.4509560339299332,0.029197858123689188,0.305656024865096,0.3115426512203614,0.5194624816493197,1.0,0.1533929977694741,0.07669649888473705,0.48507125007266594,0.4338609156373123,0.3498992134725563,0.4324985256178573,0.4074716561288096,0.3834824944236852,0.37691247877019096,0.40109031437471154,0.28903165583058554,0.3267320196065356,0.3241018617760822,0.45475429694312436,0.2239564427367946,0.20228869496966942,0.17149858514250885,0.37762745602468056,0.4583492485141056,0.09901475429766744,0.18333969940564226,0.3834824944236852,0.48507125007266594,0.14002800840280094,0.0,0.0,0.07312724241271307,0.0,0.0,0.37650373528135156,0.5207191751642659,0.3689640277608545,0.3372126548365879,0.4257997168527446,0.4428074427700476,0.3575185993374057,0.5176020711880238,0.4085036851028335,0.2979270115341686,0.19026059766179762,0.0,0.36380343755449945,0.4583492485141056,0.42008402520840293,0.44974479634226483,0.38892223413129867,0.12126781251816648,0.5144957554275266,0.21693045781865616,0.48507125007266594,0.28005601680560194,0.3444233600968323,0.12870604798676136,0.3227714851234353,0.09901475429766744,0.32539568672798425,0.6416889479197478,0.14002800840280094,0.3230651017867533,0.45784895811741,0.20498001542269692,0.3666793988112845,0.12320822072673947
Falcon 7B,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.021770017209205402,0.0,0.02886751345948129,0.0,0.16035674514745463,0.0,0.0,0.06154574548966637,0.3984095364447979,0.1533929977694741,1.0,0.6,0.0,0.0,0.39918616395854073,0.1775269343841744,0.2183334411523432,0.0,0.18508543741905484,0.11009637651263605,0.0,0.0,0.08451542547285167,0.03952847075210474,0.03504041712360818,0.0,0.1118033988749895,0.3938927711338647,0.0,0.0,0.4780914437337575,0.0,0.0,0.5477225575051661,0.0,0.0,0.09534625892455924,0.0,0.0,0.02337622911060922,0.1543033499620919,0.053452248382484885,0.3491509050755134,0.2220699630592816,0.057735026918962574,0.301624673408895,0.19593015488284868,0.2663118206456538,0.1494035761667992,0.2480694691784169,0.0,0.0,0.0,0.0,0.2931977358041869,0.3887709571751176,0.0,0.0,0.282842712474619,0.0,0.18257418583505536,0.16329931618554522,0.04794633014853841,0.2505015050175632,0.0,0.282842712474619,0.11952286093343936,0.0,0.2695842289414708,0.04264014327112208,0.05345224838248488,0.0,0.040160966445124936
Falcon 7B Instruct,0.0,0.15811388300841897,0.22360679774997896,0.0,0.0,0.11952286093343936,0.062017367294604234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04923659639173309,0.07968190728895959,0.07669649888473705,0.6,0.9999999999999999,0.0,0.0,0.42769946138415077,0.31328282538383717,0.2692779107545566,0.049999999999999996,0.1595564115681507,0.13762047064079505,0.0,0.0,0.16903085094570333,0.03952847075210474,0.0,0.0659380473395787,0.0,0.19694638556693236,0.0,0.0,0.3585685828003181,0.0,0.0,0.9128709291752767,0.0,0.0,0.0,0.0,0.0,0.04675245822121844,0.09258200997725513,0.16035674514745465,0.5560551451202621,0.4071282656086829,0.11547005383792515,0.38388594797495723,0.08708006883682162,0.23968063858108843,0.08964214570007951,0.3721042037676253,0.0,0.15811388300841897,0.23904572186687872,0.0,0.33508312663335643,0.5239956379316802,0.0,0.1118033988749895,0.0,0.15811388300841897,0.0,0.16329931618554522,0.07191949522280762,0.23046138461615812,0.0,0.1414213562373095,0.0,0.09128709291752767,0.47177240064757386,0.0,0.0,0.0,0.0
GLM 4 9B Chat,0.5,0.25,0.35355339059327373,0.0,0.6123724356957946,0.5669467095138407,0.6864064729836441,0.48189987357505987,0.4364357804719848,0.13693063937629155,0.6149186938124422,0.1690308509457033,0.0,0.0,0.13623731522826651,0.44095855184409843,0.48507125007266594,0.0,0.0,1.0,0.4472135954999579,0.2705008904002297,0.627435277349635,0.4372729435017035,0.7115124735378853,0.37337564012056007,0.5222329678670935,0.13750477455423168,0.6735753140545634,0.33407655239053047,0.625,0.20314713516710742,0.6255432421712243,0.1767766952966369,0.5060243137049899,0.3779644730092272,0.20412414523193154,0.18898223650461363,0.4743416490252569,0.0,0.2886751345948128,0.0,0.0,0.0,0.0,0.25,0.5544159532159296,0.5367450401216932,0.253546276418555,0.4089304100547653,0.7022468831767834,0.3651483716701107,0.476910483238266,0.5507427126572114,0.25264557631995577,0.1889822365046136,0.294174202707276,0.35355339059327373,0.5,0.0,0.0,0.5298129428260175,0.37416573867739417,0.5,0.0,0.0,0.25,0.0,0.3872983346207417,0.41695392396839687,0.26933280647290303,0.0,0.0,0.1889822365046136,0.0,0.49285166928855073,0.2022599587389726,0.08451542547285165,0.0,0.0
